verified,suid_nm,unit_nm,county,acres,intrsc_,wtlnd_p,mtchd_r,mtchd_s,Join_Count,index,name,parking,pbtrnsp,dsbldcs,restrms,vstr_ct,showers,pcnc_ar,firepts,cmpgrnd,rv_cmp,sndy_bc,dunes,rky_shr,uplnd_b,strm_cr,wetland,bluff,by_lgn_,urbn_wf,offshr_,inlnd_r,strs_bc,pth_bch,blftp_t,blftp_p,trl_r_p,wldlf_v,swimmng,tidepol,kayakng,fishing,boating
,30308,Point Sal,Santa Barbara,44.36160722,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30323,San Rafael Tidelands,Marin,18.62283019,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30324,Marin Audubon Society,Marin,32.54504407,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30326,San Pablo Bay Wildlife Area,Marin,10812.70771,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30329,Ballona Creek Trail and Bike Path,Los Angeles,11.19777726,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30362,Mad River Bluffs,Humboldt,48.88298313,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30390,Pigeon Point County Park,San Mateo,15.18256165,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30410,City Beach,Ventura,1.23705398,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30437,Elk River Wildlife Area,Humboldt,99.48548982,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30438,Fay Slough Wildlife Area,Humboldt,481.849767,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30445,Grizzly Island Wildlife Area,Solano,13531.16931,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30448,Hill Slough Wildlife Area,Solano,1643.952052,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30469,Mad River Slough Wildlife Area,Humboldt,562.9893081,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30485,Petaluma Marsh Wildlife Area,Marin | Sonoma,4431.612523,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30488,Point Edith Wildlife Area,Contra Costa,736.6471987,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30495,Unnamed site - Other Federal,Humboldt,82.91999575,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30557,Unnamed site - California State Lands Commission,Humboldt,35.71004157,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30561,Unnamed site - California State University,Humboldt,42.57703423,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30651,Del Norte Street Picnic Area,Humboldt,1.373352092,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30652,City of Eureka lot,Humboldt,2214.302691,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30671,Pacifica State Beach,San Mateo,21.16606781,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30722,Baylands Athletic Center,Santa Clara,14.21147949,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30883,Corte Madera Creek Path,Marin,3.851729762,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30887,Corte Madera Bike Trail,Marin,10.04401233,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30891,Cal Park Hill Trail,Marin,10.67288566,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30897,Charles F. McGlashan Pathway,Marin,2.709013795,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30938,Bay Marshes Open Space,San Mateo,40.26131137,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30996,Cholla Point,San Diego,20.81999915,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31000,Lawler Ranch Park,Solano,10.69030963,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31164,Davenport Beach Park,Orange,0.446160189,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31169,Humboldt Beach,Orange,0.449482144,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31200,La Jolla Cove,San Diego,0.358133151,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31333,Sounding Seas Dunes Reserve,Humboldt,89.78121598,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31350,John F. Kennedy Park,Napa,196.452986,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31382,Glen Cove Nature Area,Solano,13.04376864,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31486,Rush Creek Open Space Preserve,Marin,488.3633221,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31495,Lower Otay Lakes,San Diego,499.250229,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31558,Mitchell's Cove,Santa Cruz,1.360611803,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31724,Point Tiburon Shoreline Park,Marin,2.268227377,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31740,Richardson Bay Lineal Park,Marin,11.34561179,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31743,Blackie's Pasture,Marin,15.465953,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31826,Ten Mile Estuary Property,Mendocino,46.98438906,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31842,Paradise Creek Educational Park,San Diego,6.129104942,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32012,Agua Hedionda Lagoon Ecological Reserve,San Diego,195.0822071,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32016,Los Cerritos Wetlands,Los Angeles | Orange,507.2628822,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32033,Bair Island Ecological Reserve,San Mateo,1189.970219,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32042,Batiquitos Lagoon Ecological Reserve,San Diego,142.9526855,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32065,Bracut Tidelands,Humboldt,141.3292961,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32169,Gazos Creek Fishing Access,San Mateo,5.842676253,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32186,Hudeman Slough Fishing Access,Sonoma,3.39249962,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32260,Peytonia Slough Ecological Reserve,Solano,158.2991124,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32268,Point Reyes Station Public Access,Marin,9.71563039,park intersects wetland access point,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32274,Redwood Shores Ecological Reserve,San Mateo,63.5715113,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32327,Tomales Bay Fishing Access,Marin,52.67695804,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32344,Vallejo Fishing Pier,Solano,0.455244019,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32664,Bay Point Regional Shoreline,Contra Costa,137.9293528,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32671,"Unnamed site - San Rafael, City of",Marin,7.244288841,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32673,Jean & John Starkweather Shoreline Park,Marin,72.12116873,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32724,Point Arena Cove & Fishing Pier,Mendocino,7.012500628,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33054,Napa Golf Course,Napa,155.9534099,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33063,Olivas Links Golf Course,Ventura,254.5637218,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33080,Shoreline Golf Links,Santa Clara,289.2097443,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33187,Kendall Frost Mission Bay Marsh Reserve,San Diego,16.55444181,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33339,Miramar Beach,San Mateo,0.524564478,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33693,Hearn Gulch,Mendocino,6.414949044,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33870,Camino Pescadero Beach Access,Santa Barbara,0.199322761,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33914,Denverton Property,Solano,739.5895397,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33921,Grizzly Ranch,Solano,916.3715884,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33960,McKay Community Forest,Humboldt,1200.142599,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34006,First Street Green,Solano,5.217550895,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34008,Turnbull Park,Solano,9.583631816,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34009,West 14th Street Park,Solano,0.461935952,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34035,Seawood Cape Preserve,Humboldt,128.8052859,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34226,Bayside Park,Marin,0.598758115,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34272,El Sol Beach,Los Angeles,3.245012574,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34273,Latigo Shores Beach,Los Angeles,1.903123906,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34276,Point Fermin Beach,Los Angeles,9.055148468,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34430,Shorebird Sanctuary,San Mateo,2.113760038,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34455,Corte Madera Town Park,Marin,20.1891849,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34470,Mendocino Coast Botanical Gardens,Mendocino,47.43712388,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34715,Mill Valley Skate Park,Marin,0.475982082,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34717,Hauke Park,Marin,6.608132021,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34845,Ormond Beach,Ventura,308.0702366,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34846,Ventura County Game Preserve,Ventura,575.2890112,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34847,Ormond Beach,Ventura,70.51354901,park intersects wetland,wetland-park,not intersecting access pt,intersects wetland access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34848,East Cliff Drive County Parkway,Santa Cruz,0.408236323,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34851,Greyhound Rock Fishing Access,Santa Cruz,68.58893828,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34930,Arnold Slough,Solano,381.5941699,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,35058,Alman Marsh,Sonoma,24.67063702,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,35060,Carpinteria Salt Marsh Reserve,Santa Barbara,38.43543937,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,35686,Aubrey E. Austin Jr. Park and North Jetty,Los Angeles,1.335987876,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,35716,"Unnamed Site - Morro Bay, City of",San Luis Obispo,147.4918908,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,35764,Napa -- Sonoma Marshes Wildlife Area,Solano,439.2896137,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,35880,Pacheco Marsh,Contra Costa,144.2809657,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,35935,Wavecrest,San Mateo,25.37881544,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,35957,Radke Martinez Regional Shoreline,Contra Costa,333.4070923,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,35977,Alameda Point Shoreline Trail,Alameda,3.265882162,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,36007,Waterbird Regional Preserve,Contra Costa,190.5611113,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,36008,Brooks Island Regional Preserve,Alameda,375.1504783,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,36039,Hal Brown Park at Creekside,Marin,27.40204045,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,36049,Deer Creek Property,Ventura,1334.472014,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,36053,Little River Trail,Humboldt,13.94022272,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,36188,Trinidad Head,Humboldt,46.80493402,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,36231,Albany State Marine Reserve,Alameda,22.70961504,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,36241,Point Pinole Regional Shoreline,Contra Costa,112.1166454,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
